Type,PostCode,Borough,Area,Positioning,Date,Time,Description,Deaths
V1,SE16,Bermondsey,Rotherhithe,Centre Yard ( was to North East of Albion Dock),11/07/1944,11:26,6 people were injured when the V1 hit Centre yard which was to the North East of Albion dock,0
V1,SE16,Bermondsey,Rotherhithe,Russia Rock NE corner,11/07/1944,17:45,The V1 exploded on floating timber in Russia dock. 2 people were injured,0
V1,SE16,Bermondsey,Rotherhithe,Greenland Dock,12/07/1944,15:24,"This was the second V1 to hit the SS Tristam which was moored in Greenland Dock, by Brunswick yard. There was severe damage to 3 and 4 holds. The nearby SS Peebles was also damaged.",6
V1,SE16,Bermondsey,Rotherhithe,Russia Dock,17/07/1944,04:41,This V1 is reported as an airburst over Russia Dock by the Fire Brigade but no reference can be found on bomb damage maps or ARP records. The Fire Brigade state that there was no damage .,0
V1,SE16,Bermondsey,Rotherhithe,South Wharf,17/07/1944,07:53,The V1 struck South Wharf causing severe damage to Dock buildings.,4
V1,SE16,Bermondsey,Rotherhithe,Henwood Road,18/07/1944,02:34,The V1 struck in Henwood Road . It demolished Green and Silley Weir the ship repairers 40 houses and a public baths in Gomm Road damaged.,5
V1,SE16,Bermondsey,Rotherhithe,South Wharf,31/07/1944,15:04,The V1 struck on the Thames foreshore by South Wharf pier causing much blast damage.,5
V1,SE16,Bermondsey,Bermondsey,Bermondsey Wall,04/08/1944,18:09,This V1 struck Bond Wharfs on the Bermondsey wall killing 3 people and injuring 9 others. The wharfs were used to store grain and the collapse of the buildings released this. Combined with floods of water from fire brigade house this caused a huge mass which blocked Bermondsey Wall and Loftie Street . In Loftie Street houses and yards were filled to a depth of 3-4 feet and there was a constant stream of water from the fire fighting. It was Christmas before demolition and clearance had started. By this time the grain had taken root and started growing.,3
V1,SE16,Bermondsey,Rotherhithe,Rotherhithe new Road/Bush Road SW quadrant,12/08/1944,03:11,"The V1 hit in the South West Quadrant of the Rotherhithe New Road Bush Road junction. There was substantial damage to the area. 7 houses and 5 shops were demolished in Bush Road . The Ion cinema which had been previously bombed was completely demolished, A substation severely damaged. The Midway Place LCC school, Westfield House Flats and all property bordered by Oldfield Grove, Rotherhithe New Road, Bush Road and Midway Place damaged. A gas main was fractured.",0
V1,SE16,Bermondsey,Rotherhithe,Neptune st Lower Road junction,13/08/1944,07:54,This was the second of 5 V weapons that fell in a very small area around St Olaves Hospital in the lower road causing major devastation. There was severe damage to Rotherhithe Great Hall (Town Hall) a church and St Olaves Hospital which suffered damage to a third of its buildings. 100 other houses and buildings in the surrounding area were damaged,0
V1,SE16,Bermondsey,Rotherhithe,Lawrence Wharf,17/08/1944,09:23,The V1 struck Lawrence Wharf . There was a small fire and surrounding property was damaged.,3
V1,SE16,Bermondsey,Rotherhithe,Lower Ordnance Wharf Rotherhithe St,24/08/1944,19:25,This V1 struck Lower Ordnance Wharf in Rotherhithe Street which was next to the top end of Lavender Wharf . No casualties are reported. The bomb in on the bomb maps and reported by the Fire Brigade but cannot be found in the ARP records.,0
V1,SE16,Bermondsey,Rotherhithe,Sunderland Wharf,24/08/1944,20:17,Picked up from Fire Brigade report. Not on bomb maps or ARP Records. No other details recorded,0
V2,SE16,Bermondsey,Bermondsey,Junction of Southwark Park Road and John Bull Arch,26/10/1944,08:40,"The first V2 Rocket to strike Bermondsey exploded In the Southwark Park Road by John Bull Arch killing 8 people and causing major damage in the area. The extent of the damage caused by this rocket and the further one in almost the same location on 5th November was major, as is demonstrated by the extent of post war re-development in this area around the Blue shopping centre.",8
V2,SE16,Bermondsey,Rotherhithe,South Dock (by lock),31/10/1944,07:45,This V2 Rocket struck Swedish Quays by South Dock. 16 people were injured. Damage buildings included the Dog Public house,0
V2,SE16,Bermondsey,Bermondsey,Southwark Park Road on railway bridge,05/11/1944,10:55,This V2 in the Southwark Park Road was at much the same location as the one on 26th October. This one penetrate the railway over bridge at this point which collapsed into the road. 123 houses and shops were rendered unfit for habitation. There has been major post war re-development at this point which is now part of the Blue shopping centre.,3
V2,SE16,Bermondsey,Rotherhithe,Neptune st Lower Road junction,14/11/1944,22:25,The 3rd of 5 V weapons that were to strike this small part of Rotherhithe. This actually fell on the forecourt of St Olaves Hospital which again suffered bad damaged and had to be evacuated. Amazingly no-one was killed. The Rotherhithe great hall previously damaged by a V1 was now completely destroyed.,0
V2,SE16,Dulwich/Camberwell,Bermondsey,Varcoe Road,06/12/1944,02:35,"The Following report for this incident was found in the public record office : LRR fell and was a direct hit on houses on the South side of Varcoe rd at its junction with Creedon rd and adjacent to the surrey canal. Complete destruction of 8 houses and damage beyond repair to 12 in Creedon Road . No crater was seen. Blast damaged more than usually serious due to poor construction of house and the degree of demolition of the houses directly hit was extraordinary. A high death toll, people were in bed and shelters were not in use. The escape unscathed of a number of people from partially demolished houses is almost inexplicable.",20
V2,SE16,Southwark,UNKNOWN,Unknown,12/12/1944,04:24,,0
V1,SE16,Bermondsey,Rotherhithe,Neptune st Lower Road junction,03/03/1945,03:07,"This was the 4 of 5 V weapons to fall in a small area of Rotherhithe. It fell on open ground in an area previously blasted. This was bounded by Moodkee Street , Neptune Street and Lower Road . A 2 storey block of flats suffered some slight blast damage.",0
V1,SE16,Bermondsey,Rotherhithe,Plough Way,04/03/1945,05:40,This V1 was reported as an airburst over Plough Way . The exact position was 30 yards north of Plough Lane and 25 yards west of the junction with Grove Street . Some damage was reported in the area but no casualties.,0
V1,SE16,Bermondsey,Rotherhithe,Swedish yard,05/03/1945,11:20,This V1 hit Swedish Yard and badly damaged the top 2 floors of a 4 storey warehouse. A Railway pumping station was also damaged. 1 person was injured. The V1 is reported by both the Fire Brigade and ARP but does not appear on the bomb damage maps.,0
V2,SE16,Bermondsey,Rotherhithe,Gomm Road behind N side,26/03/1945,04:20,This was the lasts V2 to strike Bermondsey and exploded behind Gomm Road by the nurses home of St Olaves Hospital. It was the 5th of 5 V weapons to strike this small area of Rotherhithe. It badly damaged this building as well as 2 greenhouses and a conservatory. All of the Gomm Road houses were rendered uninhabitable. Property was also damaged in Stalham Street and Hickling Streets.,0
V1,SE17,Southwark,Walworth,Carter st (nr Sutherland Sq) by Railway,23/06/1944,02:28,This V1was the first to fall in SE17. It demolished 5 houses and caused severe blast damage to surrounding property.,10
V1,SE17,Southwark,Walworth,Around 42 East St,26/06/1944,13:32,The V1 demolished 2 shops and houses and damaged property across and area of 300 yards square,5
V1,SE17,Southwark,Walworth,Manor Place by Railway,27/06/1944,22:45,The V1 demolished 6houses in Crampton Street and 4 in Manor Place.Public wash house and stores damaged in Manor Place.Railway Bridge and 2 arches damaged.300 houses and buildings damaged in Manor Place and surrounding streets,9
V1,SE17,Southwark,Walworth,Penrose Street,30/06/1944,01:12,V1 badly damaged a 3 storey building and also Penros Street Power Station.Opposite another 3 storey building badly damaged,0
V1,SE17,Southwark,Walworth,Suffield Road was to NW of Manor placet now gone,17/07/1944,05:13,V1 demolished 40 houses and damaged 150.,17
V1,SE17,Southwark,Walworth,Dawes st/Westmoreland St,20/08/1944,15:33,V1 demolished 14houses and badly damaged 50 others. LCC institute damaged in Westmoreland St .,2
V1,SE19,Croydon,Upper Norwood,Auckland Road/Sylvan Hill Junction,23/06/1944,18:30,"The first V1 in SE19 The V1 landed in the road outside of 108 and 110 Auckland Road . These houses were badly damaged as was St Johns Church . Blast damage extended across a 1/4 mile square. Visiting the site today, post war repairs can clearly be seen to St Johns . The two houses have also been re-built.",0
V1,SE19,Lambeth,Upper Norwood,Gibbs Close/Bloomhall Road,29/06/1944,04:23,The V1 totally demolished 8 houses on one side of the close and caused severe damage to 40 others. The houses were rebuilt post war to the same style and very little difference can be seen between them and their neighbours,4
V1,SE19,Croydon,Upper Norwood,Corner Central Hill and Hermitage Road,29/06/1944,08:04,The V1 impacted on the corner of Hermitage Road and Central Hill and caused severe damage to Norwood Cottage Hospital and surrounding residential property.,2
V1,SE19,Croydon,Upper Norwood,South side Sylvan Hill after Junction with Auckland Road,29/06/1944,11:07,"Very little detail was given in report about this V1 as it was stated that ""damage was unobtainable owing to military restriction imposed"". The are today has been totally re-developed with 1960's houses and flats so it is difficult so see where the area of damage was",0
V1,SE19,Lambeth,Gypsy Hill,Between Highland and Lunham Road,01/07/1944,04:45,"The V1 demolished 5 houses and caused severe damage to 20 others. The site was totally re-developed as part of the Central Hill estate in the 1960's. This and the V1 at the top of Alexandra drive caused extensive damage across the area, down to the bottom of Alexandra Drive and Victoria Crescent (then road)",5
V1,SE19,Lambeth,Upper Norwood,Gibbs Square,01/07/1944,06:02,V1 totally destroyed 7 houses on the South Side of the Square and caused severe blast damage to 30 other. The houses were re-built post war and blend in completely with their (original) neighbours),2
V1,SE19,Croydon,Upper Norwood,Between Norbury Hill Biggin Hill and Beulah Hill,05/07/1944,12:33,V1 destroyed 1 house and caused severe damage to 3 others.,0
V1,SE19,Lambeth,Gypsy Hill,Hawke Road top of Alexandra Drive,11/07/1944,12:28,"The V1 demolished 6 houses and caused severe damage to 40 others. This and the V1 at the top of Highland Road caused extensive damage across the area, down to the bottom of Alexandra Drive and Victoria Crescent (then road)",3
V1,SE19,Croydon,Upper Norwood,Spa Hill Opposite end of Waddington Way,15/07/1944,15:46,V1 demolished 8 houses and caused severe damage to 40 others.,0
V1,SE19,Croydon,Upper Norwood,Corner Spurgeon Road and Waddington Way,17/07/1944,04:39,The V1 demolished 3 houses and caused severe damage to 10 others. There was a small fire in the debris.,0
V1,SE19,Croydon,Upper Norwood,Between Moore Road and Bradley Road,20/07/1944,09:49,"The V1 impacted between Moore Road and Bradley Road . (about level with where Moore Road divides around a small green) 10 houses were demolished and 50 badly damaged. Careful inspection today will reveal some houses in the area with 1940's style metal replacement windows, although generally the housing has been re-built to the same style.",0
V1,SE19,Croydon,Upper Norwood,Church Road / South Side Sylvan Hill current site Auckland Rise,24/07/1944,16:34,"V1 fell on open ground, in gardens of houses in Church Road . 20 houses suffered severe blast damaged and 36 general damage. The area has now been totally re-developed as the Auckland rise Estate",0
V1,SE19,Croydon,Upper Norwood,Between Maberley and Mowbray Road,27/07/1944,01:25,V1 impacted to the North of the junction of Maberley and Mowbray Road . 20 houses suffered severe blast damage and 30 general damage. Some of these houses had been affected by the previous V1 in Sylvan Hill.,0
V1,SE19,Croydon,Upper Norwood,Sylvan Road,28/07/1944,13:30,V1 fell on old Golf course which is now the playing field behind Cantley gardens. 22 houses had severe damage and 15 slight damage. There were no casualties. The area has been totally re-developed with 60's housing,0
V1,SE19,Croydon,Upper Norwood,North Side Beulah Hill between Hermitage and Harold Road,03/08/1944,00:44,"V1 impacted behind houses in Beulah Hill, on the North side, towards the junction with Hermitage Road . 5 houses were badly damaged and 14 slightly damaged.",1
V1,SE19,Croydon,Upper Norwood,Grange Road,04/08/1944,16:29,V1 caused severe damage to 30 houses and slight damage to 40.,0
V1,SE19,Dulwich/Camberwell,Dulwich Wood Park,Dulwich Wood Avenue by Bell Meadow,04/08/1944,16:32,The V1 demolished 1 house and caused damage to 20 others. There area was totally re-developed in the 1960's,1
V1,SE19,Croydon,Upper Norwood,Ryecroft Road,06/08/1944,06:02,2 large houses were demolished on the NW side of Ryecroft Road when the V1 fell between the houses and the common. 20 houses also had severe damage and there was a fire in the debris.,0
V1,SE20,Penge,Penge,Crystal Palace End of Penge High Street Avington Grove ( West Side ),18/06/1944,03:20,"This was the first V1 to fall on Penge, which hit the Crystal Palace end of the High Street, by Avington Grove. Numbers 30,32,were demolished and 28,34 partly demolished. There was extensive damage to property in Penge High Street and Avington Grove and also to the Penge Methodist Church . This side of Penge High Street was totally demolished and is today part of a school playground/playing fields. The Church never re-opened but after repair was used as a warehouse until 2002 when it was converted into flats.",11
V1,SE20,Penge,Anerley,Anerley Road/Anerley Park junction,18/06/1944,15:08,"It was reported that this V1 was chased by a Spitfire and then shot down by AA fire (at the beginning of the attacks policy still allowed this but it was stopped later as considered futile. It was better to letter the V1 continue as it may possibly overshoot London and fall on open ground .Shooting it down meant that it fell on the densely populated suburbs) The V1 hit Anerley Park near the junction with Anerley Road, Number 3,5,7 were demolished A further 20 houses were severely damaged,84 flats and 68 houses damaged and lastly 54 houses slightly damaged. Today the damage area may clearly be seen either side of Anerley Park just after turning in from Anerley Road .",2
V1,SE20,Penge,Penge,Crampton Road and Station Road,22/06/1944,11:33,Three people were killed by this V1 which fell at the North end of Crampton Road . The area today has been totally re-developed so it is hard to see what the impact area was.,3
V1,SE20,Penge,Penge,Green Lane/Cottingham Road,29/06/1944,00:23,"The V1 struck In Cottingham Road and caused extensive damage across the area. 4 houses were demolished in Cottingham Road and 39 severely damaged. 67 shops and 84 houses were also damaged in Green Lane High Street Croydon Road Clarina Road. It also caused severe damage to a range of buildings used as workshops, offices and stores and also a builders warehouse. The impact point was at around number 7 Cottingham Road",3
V1,SE20,Penge,Penge,Laurel Grove,29/06/1944,00:55,"This V1 struck Laurel Grove, behind Penge High Street. 15 houses were demolished in Laurel Grove. 18 shops a pub and 84 houses suffered severe damage in Laurel Grove and Maple Road . 9 shops and 113 houses suffered slight damaged in these roads plus Heath Grove and Franklin Road . The area today has been substantially re-developed so original damage area is unclear",3
V1,SE20,Penge,Crystal Palace,Crystal Palace Park,29/06/1944,06:15,"This was the first of 6 V1's to land in Crystal Palace park. This particular one caused damage to 7 houses in Crystal Palace Park Road (some if which were later demolished by a V2.). And slight damage to 34 houses in the same road. It also damaged government property in the Palace grounds. This V1 fell in the Park behind the houses which uses to stand at 73-75 Crystal Palace Park Road , and which is now a park entrance.",0
V1,SE20,Penge,Penge,Anerley Road behind town hall,29/06/1944,11:20,This V1 fell on a Anti Aircraft gun site behind Anerley House schools. Buildings and 2 Nissan huts were damaged as were 6 rocket guns. There was another V1 on the 24th August at more or less the same location,1
V1,SE20,Penge,Penge,Oakgrove Road,30/06/1944,11:18,"This V1 fell n Oakgrove Road . 33-43 {odd numbers) and 44-54 (odd numbers) were totally demolished. 29-31 ,31,33 (odd numbers) Oakgrove Road and 1 Chesham Road were partly demolished. 374 houses suffered damaged in Oakgrove Road ,Elmers end Road, Pelham Road , Chesham road and Ravenscroft Road . A food cannery was also damaged.",4
V1,SE20,Penge,Crystal Palace,Crystal Palace Park,30/06/1944,20:08,The 2nd of the 6 V1's that were to fall in Crystal Palace Park . The park was used by the Army and it is recorded that a quantity of stores were damaged.,0
V1,SE20,Penge,Penge,Trenholme Road,02/07/1944,09:28,"This V1 struck at breakfast time and caused major devastation..21 houses were demolished in Trenholme Road ,103 severe damage in Trenholme terrace, St Hughs Road and Casteldene Road . 50 suffered lesser damage in St Hughs Road , Ridgmount close and Anerley Park . 158 suffered slight damage in St Hughs Road , Anerley Park Casteldene Road . The line of houses in Trenholme Road abruptly stop and the damage area can be seen which has been re-developed in the 1960's",11
V1,SE20,Penge,Crystal Palace,Crystal Palace Park,04/07/1944,22:31,The 3rd of 6 V1's which fell in the park. This caused damage to a quantity of army stores.,0
V1,SE20,Penge,Anerley,Palace Square,10/07/1944,17:57,"This major incident occurred when the V1 fell on Palace Square and caused severe damage in both Palace Square and Belvedere Road . 8 houses demolished in the Square, and 2 in Belvedere Road . 53 severe damage in Belvedere Road . 175 houses and 4 shops slight damage in Palace Square , Belvedere Road , Anerley Grove, Cintra Park , Waldergrave Road , Palace Road . The area of damage in Belvedere Road can still be seen as the line of Victorian housing is interrupted by a small recreation ground/open space. Palace square was completely re-developed in the 1970's",14
V1,SE20,Penge,Crystal Palace,Anerley Road By Crystal Palace Low Level station,11/07/1944,18:09,"This was the second very serious incident in 2 days (the previous one at Palace Square ) within a short distance of each other. The V1 struck in the Anerley Road outside Crystal Palace Low level station. People had heard the V1 cut out and were running for the cover of a basement shelter but did not reach it in time. Shops in the Station road were demolished and there was a fire,18 shops were demolished, 8 shops and 7 houses severely damaged,84 houses slight damage in Anerley Road , Station Road , Brunswick Place, Hadlow Place , Cintra Park , Palace Road . The Paxton arms pub was also badly damaged and was not re-opened until 1955. The pub bears a plaque noting this, and stating that one of the rescuers was invited to have the first drink at the pubs re-opening. Standing on Anerley Hill the V1 damage area is clear to see where 60's housing replaces Victorian on both sides of the road.",11
V1,SE20,Penge,Penge,Ridgmount Close,13/07/1944,19:53,The Anerley Park part of Penge was by this time looking terribly battered after the V1's in Anerley Park and Trenholme Road . This one fell in Ridgmount Close and caused yet more damage in the area. 1-6 and 22-24 Ridgmount close were totally demolished.30 houses suffered severe damage and 40 slight damage. Ridgmount close has been totally re-developed,2
V1,SE20,Penge,Anerley,Anerley Park,14/07/1944,15:15,This V1 struck the battered Anerley Park area in much the same location as the bomb on the 18th June. It caused already damaged houses to be damaged further and totally demolished 1 large house. There were no casualties,0
V1,SE20,Penge,Crystal Palace,Crystal Palace Park,16/07/1944,19:20,"This was the 4th V1 to fall in Crystal Palace Park and caused damage to ""military property"" presumably something to do with the Army who used the park",0
V1,SE20,Penge,Penge,High Street/Blenheim Grove,21/07/1944,06:54,"ThisV1 was the first of 2 that was to devastate much of Penge High Street on this day. It actually fell in Blenheim grove and caused severe damage in that road as well as demolishing or causing severe damage to shops on both sides of the High Street. In total 7 shops and 8 houses were completely demolished. 41 shops and 75 houses had severe damaged,34 shops a theatre and 26 houses damaged in High st, Maple Road , Arpley Road . The main damage area has been re-developed as the Blenheim Shopping centre, and the re-built shops can also clearly be seen on the other side of the High Street.",7
V1,SE20,Penge,Penge,Penge High Street,21/07/1944,14:10,The second V1 to fall in the vicinity on this day. The first at 06:54. This one impacted slightly further up the High Street in the region of number 106 .The shops have been re-built here in post war style.,1
V1,SE20,Penge,Penge,Crystal Palace Park,24/07/1944,23:07,"The 5th V1 to fall in Crystal Palace Park . This one caused slight damage to ""a quantity of government stock""",0
V1,SE20,Penge,Crystal Palace,Crystal Palace Park,01/08/1944,09:49,"The 6th and last V1 to fall in the park. The position must have been towards the top of the park because a house on Crystal Palace parade suffered severe damage. It also damaged an area which was being used as some kind of compound for cars, which may well have been on the old palace site.",0
V1,SE20,Penge,Penge,Wordsworth Road,03/08/1944,11:20,"The V1 hit Wordsworth road. 24-50 Wordsworth Road (even numbers only) were totally demolished and other surrounding property badly damaged. The damage area extended across Raleigh road, Southey Street , Penge Lane and Green Lane . The impact point in Wordsworth Road can clearly be seen where the line of Victorian terraces is interrupted.",2
V1,SE20,Penge,Anerley,Wheathill Road junction with Croydon Road,12/08/1944,06:30,"This V1 landed in Wheathill Road and demolished 8 houses. 60 were damaged in Croydon Road Cambridge Road and Haysleigh gardens. Slight damage to 100 houses in Thornsett Road , Stembridge Road , Tremayne Road . 4 people were injured. Much of the area had been damaged by H.E. bombs during the blitz",0
V1,SE20,Penge,Anerley,Anerley Road Behind Anerley town hall,24/08/1944,19:52,"The last V1 to fall on SE20 and at a similar site to the one 29th June. It fell behind the Anerley schools and town hall causing severe damage to both buildings. This was a gun site and 7 deaths were recorded which I believe were Home Guard. The damage area affected Anerley Road , St Hughs Road , Anerley Park , Madeline Road , Versailles Road and Anerley Station Road",7
V1,SE23,Lewisham,Forest Hill,on railway at junction of clyde vale/terrace,,,V1 By railway next to Clyde Terrace- I cannot find a date for this incident,
V1,SE23,Lewisham,Forest Hill,Westbourne Drive Junction with Church Vale,,,V1 in Westbourne Drive-at junction with Church Vale I cannot find a date for this incident,
V1,SE23,Lewisham,Forest Hill,Thorpwood Avenue,,19:40,V1 in empy ground to North of Thorpewood Avenue_ I cannot find a date for this incident,0
V1,SE23,Lewisham,Forest Hill,Fermor Road at Marler Road junction,21/06/1944,06:52,"Severe damage 38-56 Fermor Road,25-53 Fermor Road Damage to area nortwood road,marler roadeslinore road,vancouver road,hurstbourne road,stanstead road,carholme road,blythe valemontem road,kilmorie road,brcokley rise,",13
V1,SE23,Lewisham,Forest Hill,Wynell Road bend at SE corner,21/06/1944,05:36,"32 and 25-30 Wynell Road & 1-59 Mayow Road severe damage 8-23 Wynell rd,33-35 wynell road,32-44 Pearfield rd,27-35 Pearfield road, damaged 1-7 wynell rd,1-9 shaws cottages perry rise,1-59 perry rise,2-150 perry rise,Prince of Wales PH perry rise,2-14 mayow rd,1-59 queenswood road,2-112 queenswood road,1-25 pearfield road,2-30 pearfield road et ect slight damage",0
V1,SE23,Lewisham,Forest Hill,Perry Vale by Church Rise,22/06/1944,07:02,36-42 Westbounre drive 44-52 westbourne and 27-37 westbourne severe damage,0
V1,SE23,Lewisham,Forest Hill,Ringmore Rise Bottom NW corner at bend,23/06/1944,05:24,"FB report 3 houses and 3 bungalows demolished in Ringmore, 1 severley damaged and 3 slightly damaged in same Road 12 severely damaged in Hornimans Drive 3 severely damaged in Liphook Crescent",0
V1,SE23,Lewisham,Forest Hill,Forest Hill Station,23/06/1944,22:55,Much damage to buildings around station and to the station itself FB report 3 dead 18 injured,2
V1,SE23,Lewisham,Forest Hill,Ewelme Road,24/06/1944,07:51,3-9 10-2- Ewelme and 38 Woodcombe Cres. Severe Damage,4
V1,SE23,Lewisham,Forest Hill,Boveney Road at bend,26/06/1944,00:53,"Severe damage to 15-19 and 23-31 and 2-16 Boveny Road 1-13 & 33-37 Forest Hill,18-20 Boveney Road,Damaged 22-56 & 39-95 Boveney /1-45 Hengrave & 2-42 Hengrave & 220-330 Devonshire/181-263 Devonshire/27-63 Honor Oak/38-78 Honor Oak Pk/1-23 Dunoon Road/2-26 Dunoon Road/1-35 & 2-38 Ballina st/1-45&2-66 Gabriel St/117-157 Grierson /174-200 Grieson/1-45 Garthrone/2-66 Garthorne/2-40 Ackroyd/1-35 Ackroyd/1-65 Bovill/2-62 Bovill/1-43 Agnew/ 2-38 Agnew/85-125 Honor Oak Park/all slight damaged",8
V1,SE23,Lewisham,Forest Hill,Between Taymount rise and Derby Hill,29/06/1944,04:11,"2 houses severely damaged in Taymount rise. Damage area extends to London Road, Honor Oak Road,Waldenshaw Road,Derby Hill Thorpewood Avenue.",0
V1,SE23,Lewisham,Forest Hill,Garthorne Road junction with Bovill Road,30/06/1944,08:53,"severe damage to 47,49-53 and 104/104a Garthorne.Damage in Ewart,Bovill,Beadnell,Dalmain,Malham,Stanstead,Wastdael,Brockley Rise,Hershall Road,Ebsworth St,Whatman Road,",1
V1,SE23,Lewisham,Forest Hill,Hornimans Drive ON SE side at Y junction,03/07/1944,03:50,2 demolished 9 severley damaged and 15 slightly damaged in Hornimans.5 slightly damaged in Honor Oak Road/ 14 Slightly Damaged in Liphook Crescent.,0
V1,SE23,Lewisham,Forest Hill,Perry Rise W side by Garnells Road,04/07/1944,23:19,FB Report 100-102 Perry Rise Severley Damaged 115-121 Perrry Vale Damaged Property within area bounded by Waldram park Road/Sunderland Road/Ayllward Road/Wynell Road/Mayow Road/Dacres Road/Perry Vale Slightly Damaged..,0
V1,SE23,Lewisham,Forest Hill,Honor Oak Road West Side nr Dunoon road Junction,05/07/1944,04:33,2 houses demolished and 6 severley damaged by blast in Honor Oak Road 36 houses slightly damaged in Hengrave Road,0
V1,SE23,Lewisham,Forest Hill,Perry Rise Wynell Alley Garnells Roads,08/07/1944,21:42,"Forest Hill lawn tennis club severely damaged 70-90 Perrry RIse,and shaws cottages wynell alley severley damaged Price of Wales PH Perry Rise,2-14 Garlies Road,11-17 Perry Vale,18,20,26 Perry Vale ,92-104 Perry Rise Damaged Property in area Mayow Road,Defrene road,Priestfield Road, Houston Road, Perry Vale, Woolstone Rd slighly damaged 30 injured",0
V1,SE23,Lewisham,Forest Hill,Dacres Road,10/07/1944,17:39,"28-42 ,9-13 Dacres road severe damage 44-48,2-7,12-26 Dacres Road,1-12 Bampton Road Damaged 51-65 and 68-72 Sydenham Park slight damage Property in area bounded by dacres rd,mayow rd,perry vale slight damaged Some houses damaged for 2nd time",0
V1,SE23,Lewisham,Forest Hill,Whitbread Road East end,18/07/1944,06:16,5 houses demolished 58 severe damaged 62 damage and 40 slight damage in Hurstbourne rd 36 severe damage 64 slight damage in Elsinire Road 4 houses severe damage in Vancouver Road Marler road previously damaged by blast and damaged again,3
V1,SE23,Lewisham,Forest Hill,Como Road South of Shipman Road junction,28/07/1944,00:05,"8 houses demolished and 40 severe damage in Como rd, 20 damaged 19 houses severe damage in Shipman st Propery in Shipman st,siddons rd,wollstone rd,perry vale,cranston rd,farren rd damaged.",4
V1,SE23,Lewisham,Forest Hill,Thorpwood Road Near Kirkdale junction,29/07/1944,19:40,"3 houses demolished 25 severe damage water main fractured, gas main fractured, property in thorpwood ave,reedlet av,kirkdale damaged.",3
V1,SE23,Lewisham,Forest Hill,Stanstead Road By Rockbourne Road,29/07/1944,18:24,"18 houses severe damage, 9 shops and flats and forest hill hotel severe damage,property in rockbourne rd,devonshire rd, beadnell rd,park rd damaged.",0
V1,SE23,Lewisham,Honor Oak,Stillness Road at Crofton Park Junction,31/07/1944,18:25,"1 houses demolished 16 severe damage 30 slight damage in Stilness Road 30 severe damage 30 slight damage (previous damage increased) in Crofton Park Road 18 houses damaged in Selhurst rd Property in Stilness rd,selhursrd sevenoaks rd damaged.",1
V1,SE23,Dulwich/Camberwell,Forest Hill,Lordship Lane Station,01/08/1944,09:49,Lordship Lane station and 3 houses demolished in Lordship Lane 20 houses damaged in Sydenham Hill,1
V1,SE23,Lewisham,Honor Oak,Honor Oak Park,01/08/1944,15:31,"Fly fell on open ground, surrounding property blast damaged,must either be the cemetry or one tree hill again. 3 injured 10 houses",0
V1,SE23,Lewisham,Forest Hill,Derby Hill,04/08/1944,18:18,"Fly on open ground 12 houses damaged by blast in Derby Hill LPTB tranformer station damaged. Property bounded by Taymount rise,Derby hill cres, and Dartmouth Road slight damage no casualties",0
V1,SE23,Lewisham,Honor Oak,Ackroyd Road/Brockley Rise,16/08/1944,18:45,"church severe damage in ackroyd rd,9 houses demolished 5 severe damage in brockley rise,2 houses demolished 1 severe damage in Duncombe Hill. Property bounded by Brockley rise,gabriel st,bovel road and agnew rd damaged.",3
V1,SE23,Lewisham,Honor Oak,Courtrai Road/Bartram Road.Buckthorn Road,16/08/1944,18:24,"10 houses demolished 5 severe damage in Buckthorne 2 houses demolished 4 severe damage in Courtrai rd 1 house demolished 1 severe damage in Bartram rd Property bounded by Buckthorne,grierson,kilgour and Eddystone rd damaged",2
V2,SE23,Lewisham,Forest Hill,Holmseley Road/Kilgour Road,15/11/1944,12:50,31-39 & 32-34 destroyed.,12
V2,SE23,Lewisham,Forest Hill,Boveney Road at junction with Devonshire Road,19/12/1944,23:26,Hit in a similar location to earlier V1 increasing degree of damage,0
V1,SE24,Dulwich/Camberwell,Dulwich,Junction Turney Road and Burbage Road North East side,22/06/1944,04:43,"The First V1 to fall in SE24 at the junction of Burbage Road and Turney Road . 4 houses were demolished (In Burbage Road ). 10 were severely damaged and 83 slightly damaged in Burbage Road ,111 in Turney Road The houses in Burbage Road have been re-built in the original style. Their vintage is however betrayed by their 1940's metal windows. The neighbouring properties have been repaired.",4
V1,SE24,Dulwich/Camberwell,Herne Hill,Carver Road,10/07/1944,21:00,"The V1 fell on the South side of Carver Road , about half way up. 6 houses were demolished and 50 badly damaged. The houses have been re-built in a similar style although a close inspection will reveal differences which illustrate their history.",1
V1,SE24,Lambeth,Herne Hill,Guernsey Grove/South Croxted Road,27/07/1944,01:22,The V1 fell in Guernsey Grove on the North West side of the Croxted Road junction. 6 houses were demolished and 20 badly damaged in Guernsey Grove. 3 rail arches damaged and 10 houses damaged in Rosendale Road The impact area can clearly be seen as the site has been re-developed as a post war style housing estate,0
V1,SE24,Dulwich/Camberwell,Herne Hill,Stradella Road South West Side,11/08/1944,07:29,The V1 struck in Stradella Road on the West Side . . 6 houses were demolished and 30 damaged. 20 houses damaged in South Croxted Road as well as railway arches. The V site today has been in-filled with 60's flats.,1
V1,SE24,Lambeth,Brixton,Half Way up West side Shakespeare Road (North Side),23/08/1944,20:56,The V1 fell about half way up Shakespeare Road on the West side. 4 houses were demolished and 40 damaged.,0
