Type,PostCode,Borough,Area,Positioning,Date,Time,Description,Deaths
V1,SE8,Deptford,Deptford,Between Evelyn St and Alverton Street,01/07/1944,05:01,46-278 and 287-311 Evelyn St shop & house property demolished.204-244 and 313-317 Evelyn St (shop and house property) severely damaged. All property in the boundary of Rolt St Alverton Street Abinger Grove and Sayers court damaged by blast. About 50 feet of tramway track damaged. Persons rescued from debris.,0
V1,SE8,Deptford,Deptford,Deptford Green,02/07/1944,23:59,"4 storey block of flats previously damaged by an HE bomb demolished and remainder of estate (4 blocks) damaged. Property in Stowage st, Borthwick st, Watergate st, McMillan st, slight damage",0
V1,SE8,Deptford,Deptford,Prince Street Deptford Dock yard,08/07/1944,03:21,"It is generally considered that the Nazis were not able to aim the V1 very well but this area of Deptford Dock Yard, which was a US amphibious base supporting the D days invasion, was to suffer badly from 7 V1's and 1 V2 within an area no more than about 1/4 mile square. The damage would have been substantial. Maybe the aim was better than has been considered. This one fell in the Dock Yard near Prince Street all the casualties were US navy officers and ratings. A 1500 ton tank landing craft severely damaged by explosion and fire in the after part. Also surrounding property in Quayside badly damaged.. The V1 hit the starboard side of the TLC and portside of a second causing fire in the superstructure square.",13
V1,SE8,Deptford,Deptford,Deptford Dock Yard,11/07/1944,12:15,"The 2nd V1in 3 days to explode in Deptford Dock Yard.V1 fell on Stowage Wharf . Workshop and store demolished and jetty with 5 cranes severe damage. main generator station bldngs,4 blocks of flats in Benbow st damaged. Damage to Fire Barge - John",11
V1,SE8,Deptford,Deptford,Hoopwick st Evelyn St Junction (gone) was opposite park,13/07/1944,18:05,"This V1 struck in Hoopwick street Deptford which has now disappeared but it was near the current Oxtalls Road . 10 houses demolished, mission hall and school severe damage, all properties in area bounded by Hoopwick Terr. Kepslade st, Windmill ln,Evelyn st damaged. Fire barge hut slight damage,",2
V1,SE8,Deptford,Deptford,Deptford Dock Yard,18/07/1944,06:19,The 3rd V1 to strike this small area fell again in Deptford Dock yard. The USA amphibious base suffered further damage.,2
V1,SE8,Deptford,Deptford,Deptford Dock yard,21/07/1944,03:45,"The 4th Of 6 V1's to strike this small area of Deptford and again the USA amphibious base was damaged. 20 concrete huts used as sleeping quarters and recreation rooms, post office ,sick bay ,2 petrol pumps, and 1 truck severe damage Prince Street : 2 storey bldng slight damage Watergate St 4 blocks of flats slight damage Prince stï¿½2 storey brick bldng used as offices severe damage",1
V1,SE8,Deptford,Deptford,Prince St /Czar St Junction,21/07/1944,08:09,"The 5th of 6th V1 Flying bombs to strike this part of Deptford exploded in Prince Street . 10 houses damaged, small fire in one. 30 houses severe damaged by blast and all surrounding properties slight damage in area of Dacca st, New King st, Evelyn st, One lorry severe damage 2 lorries slight damage",6
V1,SE8,Lewisham,Lewisham,Brookmill Road NE side opposite Lind Street,22/07/1944,22:54,"This V1 struck in Brookmill Road on the NE side opposite Lind Street . No deaths are recorded. Brookmill road 8 houses demolished 2 blngs and 20 houses severe damaged and 60 houses slight damage houses and blnsgs damaged in Cranbrook rd, Strickland st, clandon st, st johns vale, lind st,bolden st, Albyn rd, Elverson rd, john Penn st, orchard hill, cold bath st, Morden terrace school",0
V1,SE8,Deptford,Deptford,Baildon Street,24/07/1944,00:00,This V1 is clearly indicated on the bomb damage maps but no record can be found in the Fire Brigade records. It may be that in fell during the period that the latter records are incomplete. The date of the incident was confirmed by the casualty record found in the CWG.,2
V1,SE8,Deptford,Deptford,Grove st Deptford Dock yard again,16/08/1944,07:18,This was the 7th of the V1's that were to fall in the Deptford Dock yard area. This one struck on Grove Street . 6 Nissan huts demolished and surrounding property covering 4 acres damaged,7
V2,SE8,Deptford,Deptford,Adolphus Street/Payne St Junction,09/01/1945,19:40,"This serious incident occurred when a V2 rocket struck Adolphus Street around the Payne Street junction. A row of houses collapsed and burning coals scattered in the debris set the ruins ablaze.15 houses demolished 40 houses and 3 shops severely damaged. Surrounding property in the area Douglas Way ,Napier st, Payne st, Octavius st slight damage",15
V2,SE8,Deptford,Deptford,Deptford Dock Yard,03/03/1945,12:17,"This V2 rocket struck the already battered area of Deptford Dock Yard which has previously been hit by 7 V1 Flying bombs. It Damaged a US army depot ,red hot fragments started a number of fires. 50 feet of quay demolished,2 wooden barges 1 crane,1 pair of lock gates severe damage. 2 warehouses damaged Properties in area Evelyn st,Watergate st, Windmill Lane slight damage 8 Nissan huts slight damage",0
V2,SE8,Deptford,Deptford,Deptford Creek to North of Creek Road,17/03/1945,12:45,This V2 rocket fell in Deptford Creek injuring 12 people. Barge Cosmic holed and sunk barge waterloo and surrounding wharves damaged,0
V1,SW11,battersea,Battersea,St Johns Hill by Plough way,17/06/1944,16:00,This was the first V1in Battersea and it demolished 2 shops and houses at 84-86 StJohns Hill.,1
V1,SW11,Battersea,Battersea,The junction of the High St and Gwynne Road (around 110 High St),18/06/1944,05:42,V1 Destroyed 110 High St and also damaged a van and some timber,3
V1,SW11,Battersea,Battersea,Petworth Street East side junction with Bolan Street,21/06/1944,01:03,The V1 demolished 6 houses and damaged 20 others,9
V1,SW11,Wandsworth,wandsworth,Wandsworth Road,21/06/1944,02:29,This V1 was reported by the Fire Brigade in the Wandsworth Road . It hit a barrage ballon and the back bedrooms of flats at bradfield House were damage.The location of these are yet to be established.,0
V1,SW11,Battersea,Battersea,Honeywell Road Between Honeywell and Broomwood Road : Norhcross road junction,23/06/1944,18:55,V1 destroyed 8 houses and badly damaged a further 20,6
V1,SW11,Battersea,Battersea,"Battersea Park Opposite Prince of Wales Drive , to West of Alexandra Avenue",27/06/1944,00:11,V1 fell in the park on open ground but caused slight damage to a block of flats,0
V1,SW11,Battersea,Battersea,Howie Street at junction with Radstock Street,30/06/1944,18:16,V1 demolished 10 houses and badly damaged a further 40,2
V1,SW11,battersea,Battersea,Belmont Wharf,01/07/1944,06:35,A range of buildings covering 11 acres damaged by blast and fire. 400 gallons of oil destroyed by fire or flowed into river,0
V1,SW11,Battersea,battersea,"Salcott Road,West end ,at Bolinbroke Road junction",01/07/1944,23:26,V1 demolished 10 houses and badly damaged a further 40.Bolinbroke Hospital also damaged.,1
V1,SW11,Battersea,Battersea,Battersea Park Sw Corner,03/07/1944,06:30,V1 in Battersea Park fell on open ground but damaged 12 army flats,0
V1,SW11,Battersea,Battersea,Chatfield Road To North of Road right by Thames,04/07/1944,01:05,V1 destroyed a petrol store,0
V1,SW11,Battersea,Battersea,Battersea Square,05/07/1944,05:05,20 houses damaged by blast.,0
V1,SW11,Battersea,Battersea,Devereux Road south end at junction with Thurleigh Road,10/07/1944,02:42,8 houses demolished and 20 seriously damaged. Slight damage to surrounding property.,2
V1,SW11,Battersea,Clapham,"Sisters Avenue,half way up",11/07/1944,19:38,8 houses demolished and 20 seriously damaged. Slight damage to surrounding property. Site can clearly be seen as the line of Victorian housing is filled with '60s replacement.,4
V1,SW11,Battersea,Battersea,"York Road by thames,near Lombard Road",13/07/1944,10:15,Works hit. 60 tons of oil and 200 gallons of turps destroyed and a range of buildings severely damaged. 7 barges on the Thames laden with paraffin wax damaged.,2
V1,SW11,Battersea,Battersea,Batten st Between Batten and Lubbock St,16/07/1944,10:25,Serous V1 incident .12 houses demolished and 30 seriously damaged.,16
V1,SW11,Battersea,Battersea,Newtown St by Railway,16/07/1944,19:26,20 houses demolished and 40 seriously damaged.,4
V1,SW11,Battersea,Battersea,Brassey Square East side by Morrison st,17/07/1944,06:30,V1 demolished 20 houses and caused severe damage to 40 others,4
V1,SW11,Wandsworth,Wandsworth,Eslspeth Road Lavender Hill: Between north ends of Espeth road and lavender gardens,19/07/1944,07:58,V1 demolished 6 houses and badly damaged 20 more.2 3 floor office buildings damaged by explosion and fire,6
V1,SW11,Wandsworth,Wandsworth,Battersea Park,19/07/1944,17:37,No damage recorded,0
V1,SW11,Wandsworth,Wandsworth,Battersea Park,21/07/1944,01:42,V1 hit gun site in park.Paint store destroyed. 5 nissen huts demolished. Severe damage to officers mess and canteen.,0
V1,sw11,Battersea,Battersea,Battersea Reach,29/07/1944,00:16,"Factories,wharves and NFS premises suffered slight damage. Barge holed and sunk",0
V1,SW11,Battersea,Battersea,Battersea Reach,01/08/1944,14:14,Derelict sailing barge holed and sunk.Wharves surrounding property and pipe lines slight damage.,0
V1,SW11,Battersea,Battersea,Lavender Hill East Side Mossbury Road junction,17/08/1944,15:30,"Very serious V1 incident. 17 shops and dwellings demolishe,20 shops and dwellings damaged.Small fire in Debris.Gas and Water mains fractured.",28
V2,SW11,battersea,Battersea,Battersea Park Road at junction with Cabul Road,21/11/1944,23:14,"No Fire Brigade records are available for this period so there are no damage details recorded.The date of the incident was found in the V2 log in the Blitz Then and now volume 3, and also confirmed by casualty records on the CWG web site",5
V2,SW11,Battersea,Battersea,"Usk Road NW end of Usk road , york rd junction",27/01/1945,16:04,"Serious V2 Rocket attack 20 houses demolished, 50 badly damaged.",17
V1,SW12,Wandsworth,Balham,Mayford Road at NE of sharp bend. Site of current school,,,This V1 is clearly show on bomb damage maps but no corresponding Fire Brigade or CWG report can be found to verify it.,0
V1,SW12,Wandsworth,Balham,Nightingale lane at corner of Hendrick Avenue,18/06/1944,05:15,The first V1 in SW12 demolished a 3 storey building used as a nurses home. It was the Jewish Home of Rest.,12
V1,SW12,Wandsworth,Balham,Caistor road,19/06/1944,10:18,V1 in Caistor Road demolished 10 houses and damaged 50 more. Small fire in Debris,1
V1,SW12,Wandsworth,Balham,Rinaldo Street,19/06/1944,12:55,This V1 fell in Rinaldo Street very close to the one in Caistor Road 2 hours before. It demolished a number of houses and extended the damage area further.,3
V1,SW12,Wandsworth,Balham,Gaskrth Road at junction with Westland terrace NW quadrant,19/06/1944,22:40,Serious V1 attack in Gaskarth Road which demolished 10 houses and damaged 20 more.,13
V1,SW12,Wandsworth,Balham,Nightingale Lane,26/06/1944,12:55,V1 stuck around 102 Nightingale Lane. Severe damage to 102-116 and 127-137 Nightingale Lane . Blast damage to surrounding property,5
V1,SW12,Wandsworth,Balham,Sarsfeld Road,27/06/1944,22:01,V1 struck Sarsfeld Road . It demolished 5 houses and damaged 20 more. Boiler houses. Engineers shops laundry damaged at St James Hospital. A number of wards were also damaged.,6
V1,SW12,Wandsworth,Clapham,Atkins Road/Kings Avenue Junction,29/06/1944,03:15,V1 in Atkins Road . Roadway badly damaged. Surrounding property partly demolished.,1
V1,SW12,Wandsworth,Balham,Ravenslea Road At end of Gosberton Road,30/06/1944,14:57,"V1 in Ravenslea Road . 89,91 and 93 Ravenslea Road were demolished and 20 houses severely damaged by Blast and fire.",6
V1,SW12,Wandsworth,Balham,Emanuel Road nr Pentney Road,01/07/1944,14:42,V1 struck Emmanuel Road . 12 inch gas main fractured on footway.^ houses demolished and 20 severely damaged by blast.,3
V1,SW12,Lambeth,Clapham,Atkins Road Weir Road,01/07/1944,20:06,2nd V1 in Atkins Road . Roadway severely damaged and watermain fractured. Surrounding property damaged by blast.,0
V1,SW12,Wandsworth,Balham,Culmore cross At junction with Station Road,05/07/1944,12:59,V1 in Culmore Cross demolished 7-13 Culmore Cross and caused sever blast damage to 40 more. Number of small fire and transformer station severely damaged.,2
V1,SW12,Wandsworth,Balham,Mayford Road (to north of junction with Calbourne Road ),06/07/1944,13:15,V1 in Mayford Road demolished 6 houses and caused severe blast damage to 50 more.,4
V1,SW12,Wandsworth,Balham,Balham High Road Sw quadrant of Trinity Crescent junction,12/07/1944,15:20,V1 in Balham High Road . Demolished workshops and damaged surrounding property.,9
V1,SW12,Wandsworth,Wandsworth,Sarsfeld and Boundaries Road,21/07/1944,10:20,V1 in Sarsfeld Road demolished 10 houses and caused severe fire and blast damage to 30 more. Porters lodge to St james Hospital damaged by blast.,2
V1,SW12,Wandsworth,Balham,Brierly Road Half way up Brierly Road,27/07/1944,16:12,"V1 in Brierly Road demolished 6 houses , 20 more damaged and small fire in debris.",2
V1,SW12,Wandsworth,Balham,NE quad of junction of Blandfield and Temperley Road,03/08/1944,00:00,V1 in Blandfield road. No further details available.,3
V1,SW12,Wandsworth,Balham,Fernlea Road NE quadrant junction with Ethelbert st,03/08/1944,00:45,V1 in Fernlea Road demolished 4 houses and damaged 30 more small fire in debris.,2
V1,SW12,Wandsworth,Wandsworth,Bloomfield Road Nightingale Lane,03/08/1944,04:19,V1 in Bloomfield Road demolished houses and Damaged 40more. Small fire in debris. Workshop damaged in Nightingale Lane .,0
V1,SW16,Wandsworth,Streatham,Streatham High Road by Streaham Tulse Hill railway station,16/06/1944,01:52,This was the first V1 to strike SW16 and caused substantial damage It possible to detect some post war rebuilding and repairs to the buildings around the station.,0
V1,SW16,Wandsworth,Streatham,Penrith street Half way down around number 21,18/06/1944,,No further details available,2
V1,SW16,Wandsworth,Streatham,PathfIeld Road (around number 23) by Rotherhill Avenue junction,18/06/1944,00:48,The V1 demolished 1 house and badly damaged a further 6.,2
V1,SW16,Croydon,Norbury,Stanford Road Westminster sports ground,18/06/1944,01:06,The V1 caused slight damage to surrounding property.,0
V1,SW16,Croydon,Norbury,London Road around number 1591,20/06/1944,04:09,The V1 caused major damage to shops and flats in the vicinity and blast damage across 1/4 mile square. There was also a medium sized fire in the debris,1
V1,SW16,Croydon,Norbury,Hatch Road around number 61,22/06/1944,00:00,No further details available,6
V1,SW16,Wandsworth,Streatham,Valleyfield Road Opposite end of Harborough Road,22/06/1944,06:35,No further details available,0
V1,SW16,Wandsworth,Streatham,Sherwood Avenue/ Gleniser Park Road around number 26,22/06/1944,18:40,No further details available.,8
V1,SW16,Wandsworth,Streatham,Lewin Road Barrow Road Halfway down,23/06/1944,06:55,According to the Fire brigade 5 house were demolished. But according to the Streatham Guardian numbers 69-85 were eventualy demolished and replaced with flats.,0
V1,SW16,Croydon,Norbury,Pollards Hill East around number 13,24/06/1944,08:00,The V1 demolished 4 houses. There was also severe blast damage to surrounding properties.,4
V1,SW16,Wandsworth,Streatham,Thrale Road,26/06/1944,15:52,"The V1 totally demolished 2 houses. There was severe damage across a wide area which was recorded in detail by the Fire Brigade. This was : Pentwortham Road , Pendle Road , Pretoria Road. Abbotsleigh Road , Aldrington Road , Faylands Avenue , Moyser Road . Nimrod Road ,Ribblesdale road, Ullathorne Road , Mitcham Lane .",8
V1,SW16,Croydon,Norbury,Green Lanes,27/06/1944,20:30,The V1 caused slight damage to surrounding property.,0
V1,SW16,Croydon,Norbury,Pollards Hill South around number 103,29/06/1944,08:06,This V1 demolished 2 houses. There was severe blast damge to a further 20 houses.,0
V1,SW16,Wandsworth,Streatham,Sherwood St/ Helmsdale Road junction SE quadrant,29/06/1944,19:53,10 houses were demolished and there was a small fire in the debris as a result of this V1.,0
V1,SW16,Wandsworth,Streatham,Hoadly Road east side,30/06/1944,10:25,"The V1 demolished . 1 house and 15 badly damaged. There was a lesser degree of damage over a particulary wide area, as reported by the Fire Brigade. The damaged houses were rebuilt in a sympathetic style and it is today difficult to detect the damage that was caused.",0
V1,SW16,Wandsworth,Streatham,Aldrington Road,01/07/1944,22:00,The V1 demolished 1 house and there was severe damage to surrounding property.,0
V1,SW16,Wandsworth,Streatham,Besley St by Streatham to Tooting Railway around number 40,03/07/1944,04:57,The V1 demolished . 4 houses and there was major damage to surrounding property.,4
V1,SW16,Wandsworth,Streatham,Between Northanger and Buckleigh Road,03/07/1944,15:42,The V1 demolished 2 houses. There was severe damage to surrounding property.,0
V1,SW16,Croydon,Norbury,Norbury Crescent (165),04/07/1944,00:00,This V1 incident could not be found be found in the Fire Brigade records but was identified due to the casualties recorded by the Commonwealth War Graves Commission. The deaths all seem to have occurred at 165 Norbury Crescent .,6
V1,SW16,Wandsworth,Streatham,Leigham Vale South end on Bend at around number 1,05/07/1944,00:34,The V1 demolished 4 houses and damaged 30 others. There area was re- deveopled in the 1960's with shops and housing.,2
V1,SW16,Wandsworth,Streatham,Streatham High Road around Lewin Road Junction,05/07/1944,14:51,The V1 demolished 4 shops and flats .. The site today is still undeveloped and is surrounded by advertising hordings .,1
V1,SW16,Croydon,Norbury,129 Norbury Crescent,05/07/1944,21:24,The 2nd V1 to Strike Norbury Crescent in 2 days and it demolished 12 houses. And caused severe blast damage to surrounding property.,1
V1,SW16,Wandsworth,Streatham,Abercairn Road by railway,07/07/1944,15:42,The V1 struck Abercairn Road by the railway. A timber shed was burned and 200 feet of rail track severley damaged. 15 houses were also severley damaged and 40 damaged to a lesser degree.,0
V1,SW16,Wandsworth,Streatham,Oakdale Road around number 9Grasmere Road,08/07/1944,21:37,The V1 demolished 5 houses and badly damaged a further 30.,6
V1,SW16,Wandsworth,Streatham,Streatham Vale Sherwood avenue / Bridgwood Road,10/07/1944,14:46,The V1 demolished 5 houses and badly damaged a further 40.,0
V1,SW16,Croydon,Norbury,Pollards Hill Golf Course,11/07/1944,14:42,The V1 caused slight damage to about 30 houses.,0
V1,SW16,Croydon,Norbury,Pollards Hill South,12/07/1944,07:25,This was the 2nd V1 to strike Pollards Hill South. It demolished 12 houses and caused severe damaged to a further 30.,0
V1,SW16,Wandsworth,Streatham,Streatham Common Opposite end of Deerhurst Road,13/07/1944,18:57,The V1 fell on open ground. About 30 houses suffered some blast damage.,0
V1,SW16,Croydon,Norbury,Pollards Hill South around number 53,16/07/1944,04:32,The 3rd V1 in Pollards Hill South. It demolished 4 houses and caused further blast damage to properties previously affected by another Flying Bomb.,1
V1,SW16,Croydon,Upper Norwood,Covington Way,18/07/1944,01:13,The V1 badly damaged 30 houses.,0
V1,SW16,Croydon,Upper Norwood,Gibsons Hill around number 62,21/07/1944,04:33,This V1 demolished 4 houses and caused severe damage to a further 20. The road has been sympathetically restored and the blast damage area is difficult to detect.,1
V1,SW16,Wandsworth,Streatham,Hopton Road Half way down East Side,21/07/1944,20:28,This V1 demolished 6 houses and badly damaged a further 30.,0
V1,SW16,Wandsworth,Streatham,Oakdale Road (around number 1) Madeira Road,23/07/1944,01:19,This V1 demolished 3 houses and caused severe damage to a further 30.,4
V1,SW16,Croydon,Norbury,Pollards Hill Golf Course,27/07/1944,21:26,This was the 2nd V1 to strike Pollards Hill Golf Course. 20 houses were damaged by blast. 30 houses which had been damaged by a previous V1 sufferered further damage.,0
V1,SW16,Wandsworth,Streatham,Leigham Court Road Opposite St Peter Church,01/08/1944,06:59,This V1 demolished 2 houses.8 houses and st Peters Church were badly damaged. This part of Leigham Court Road has been re-developed with flats in the 1960's.,0
V1,SW16,Croydon,Norbury,Norbury Crescent (176),02/08/1944,06:25,This was the 3rd V1 in Norbury Crescent .It demolished 5 houses. 30 more were badly damaged.,5
V1,SW16,Wandsworth,Streatham,Pendle Road around number 121,03/08/1944,03:08,This V1 demolished 4 houses and partly demolished a further 16. Much damage to surrounding property.,12
V1,SW16,Wandsworth,Streatham,Abbotsleigh Road Half way up East side,03/08/1944,09:15,The V1 struck demolished 2 houses. 20 more were badly damaged.,0
V1,SW16,Wandsworth,Streatham,Moyser Road around number 36,05/08/1944,04:42,This V1 demolished 14 houses. 40 more were badly damaged.,2
V1,SW16,Wandsworth,Streatham,Aldrington Road,06/08/1944,17:11,This V1 demolished 2 houses and partly demolished 6 more. A gas main was fractured. It also caused damage in Ullathorne Road and Faylands Road .,0
V1,SW16,Croydon,Norbury,Avenue Road around number 14,19/09/1944,00:00,This V1 was picked up from the Commonwealth War Graves Web Site but was not recorded by the Fire Brigade.,1
V1,SW2,Wandsworth,Streatham,Downton Avenue West EndNorth side North side towards Streatham High Road,18/06/1944,01:07,"This V1 fell on the North side of Downton Avenue a short way up from Streatham High Road . 10 houses were demolished and 17 severely damaged. Lesser damage across a wide area. The houses have been re-built to match undamaged counterparts. The only difference that can be detected is that the flank walls display the fact that they have been built using a red-brick common in the 40's, the originals used London stock yellow bricks for the same walls.",5
V1,SW2,Lambeth,Brixton,Lyham Road by Dumbarton Road,18/06/1944,12:45,This V1 fell in Lyham Road between the Wall of Brixton prison and Dumbarton Road . 8 houses were demolished and 30 badly damaged.,5
V1,SW2,Lambeth,Tulse Hill,Christchurch Road/ LanercostRoad / Hillside Road,22/06/1944,05:15,The V1 fell between Christchurch and Lanercost Road a short way up from the junction with Hillside road. .. 6 houses were demolished and 20 very badly damaged. Today the line of large Victorian houses in Christchurch road is interrupted by post war housing development which extend back into Lanercost road.,6
V1,SW2,Lambeth,Brixton,SE end of Beechdale Road,23/06/1944,16:46,The V1 fell at the South East end of Beechdale Road totally demolishing 12 houses and badly damaging 20. A further 12 were damaged in Endymion road.,9
V1,SW2,Wandsworth,Streatham,Streatham Hill/Opposite end of Wyatt Park Road,24/06/1944,00:38,"The V1 struck in the Streatham High Road opposite the end of Wyatt Park Road.A number of shops, flats and private houses were badly damaged. Looking at the flats opposite the end of Wyatt Park Road you can see the main impact site of the V1 where a V shaped wedge has been taken from the building and then patched up with a slightly different coloured brickwork.",0
V1,SW2,Lambeth,Brixton,Brockwell Park,27/06/1944,04:25,The V1 fell in open space in Brockwell Park . No casualties are reported by the Fire Brigade but some damage to surrounding buildings is noted.,0
V1,SW2,Wandsworth,Streatham,Barcombe Avenue West end North Side,28/06/1944,01:15,"The V1 impacted on the North side of Barcombe Avenue a short way up from Streatham High Road . 3 houses were totally demolished and a number badly damaged on both sides of the road. Post war housing can be seen on both side of the road here, indicating the impact site and interrupting the line of the normal style of housing seen in the ABC roads in Streatham",4
V1,SW2,Lambeth,Brixton,Acre Lane by Town Hall,28/06/1944,12:49,"This very serious incident occurred when the V1 struck a row of shops/buildings opposite the Town Hall in Acre Lane . One of the buildings was being used as a rest centre for people who had previously been forced out of their homes by Flying bombs. As well as the rest centre 10 houses and shops were demolished and 20 houses damaged. Lambeth Town Hall, a modern building, clearly stood up well to the blast and no structural damage can be detected. However careful inspection will reveal that the Windows frames down the side of the Acre Lane side of the town hall are in a slightly different style to elsewhere in the building and must have been completely blown out. On the other side of the road the sight of the rest centre and shops has been replaced with 1960's style new shops filling the gap.",25
V1,SW2,Wandsworth,Streatham,Amesbury Avenue Junction with Hillside Road,29/06/1944,10:49,The V1 struck at the junction of Amesbury Road and Hillside Road . 10 houses were totally demolished and a large number badly damaged. The area around the impact site has been extensively re-developed with post war housing and shops,4
V1,SW2,Lambeth,Brixton,Between Baytree and Sudbourne Road,01/07/1944,03:49,The V1 struck between Baytree and Sudbourne Road . 20 houses were demolished and 40 very badly damaged. The area has been re-developed with post war flats.,3
V1,SW2,Wandsworth,Streatham,Streatham Hill Corner of Barhill Road,03/07/1944,06:36,The V1 struck the Streatham Hill theatre on the Barhill road side. It was partly demolished and surrounding property was badly damaged. The Theatre was re-built and is currently in use as a bingo hall. The re-built flank wall clearly shows the scars of the V1,1
V1,SW2,Lambeth,Tulse Hill,KingsmeadRoad just north of Bend,03/07/1944,18:43,The V1 struck in Kingsmead road just short of the sharp bend. 2 houses were totally demolished and 40 others very badly damaged.,0
V1,SW2,Lambeth,Brixton,Trelawn Road Half way up South side,04/07/1944,18:00,The V1 hit The South side of Trelawn road.11 houses were demolished and 40 badly damaged in both Trelawn and Morval Roads. The gap in the line of housing can still be seen. In Morval road the in-filling in now being rebuilt for a second time since the war time demolition,11
V1,SW2,Lambeth,Brixton,Brixton water Lane/ St Matthews Road,05/07/1944,00:42,The V1 struck at the junction of Water Lane And St Matthew Road . 10 houses were demolished and 30 damaged. The area today has been totally re-developed so it is not possible to ascertain the impact site,6
V1,sw2,Lambeth,Herne Hill,Brockwell Park,13/07/1944,17:48,The V1 fell in Brockwell Park . No casualties were reported by the Fire Brigade an Open air Theatre and 50 houses were damaged by the blast.,0
V1,SW2,Lambeth,Tulse Hill,Tulse Hill/Abbots park junction,16/07/1944,00:13,The V1 demolished 4 houses on Tulse Hill in the area of the post war St Martins Estate A further 30 were badly damaged. No casualties were reported by the Fire Brigade.,0
V1,SW2,Lambeth,Brixton,Junction Effra Parade/ Dalberg Road,19/07/1944,04:06,The V1 divested the area around the Effra Parad/Dalberg Road junction. 12 houses were demolished and 40 badly damaged. The area today has been totally re-developed with flats.,2
V1,SW2,Wandsworth,Streatham,Calders place (no longer there ) which was at the apex of Holsmsdale Road,22/07/1944,06:33,"The V1 struck Calders place. The blast badly damaged and industrial building, demolished 12 houses and badly damaged 40 others. No casualties are listed. The area has been totally re-developed post war.",1
V1,SW2,Wandsworth,Streatham,Daysbrook Road/Corner Wavertree Road,27/07/1944,22:57,"The V1 badly damaged the girls school at the Wavertree Road/ Daysbrook Road junction. 10 house were demolished and 20 badly damaged in Daysbrook Road . 2 were demolished and 10 badly damaged in Wavertree Road . The damage area extended right down Daysbrook Road , including number 2 slightly damaged where I lived for 6 years from 1990. The school has been re-built and carries a plaque which commemorates the event. The demolished houses in Daysbrook Road have been replaced with 60's housing, further down the frontages of the remaining Victorian houses show signs of significant re-building.",1
V1,SW2,Wandsworth,Streatham,Streatham Place corner Montell Road,09/08/1944,06:54,The V1 injured 24 people. 3 houses were demolished and 30 badly damaged in Montrell Road . 3 were demolished and 20 damaged in Tierney Road . A further 3 were demolished and 20 damaged in Streatham Place . Today post war housing fills the site but the tell tale signs of blanked off gable ends of once terraces housing is clear to see.,0
V1,SW2,Wandsworth,Streatham,Bellasis Avenue,13/08/1944,07:57,"21 people were injured by this V1 strike. It demolished 14 houses in Bellasis Avenue and badly damaged 50 in Bellasis Avenue , Criefell Avenue and Thornton Avenue . The road has been totally re-developed with 60's housing",0
V1,SW4,Lambeth,Clapham,Clapham common at mount pond,17/06/1944,18:35,V1 fell on Clapham Common near Mount Pond . No damage is reported,0
V1,SW4,Lambeth,Clapham,Clapham Common South Side,21/06/1944,01:45,The V1 fell on the South side of Clapham Common. Some damage to surrounding property .,0
V1,SW9,Lambeth,Stockwell,Stockwell Park Road by Lorn Road,22/06/1944,06:58,V1 in Stockwell Park Road by L orn Road.,11
V1,SW4,Lambeth,Clapham,Clapham Common,22/06/1944,08:45,"V1 fell on open ground on Clapham Common, some damage to surrounding properties.",1
V1,SW4,Lambeth,Clapham,Acre lane/Ellerslie st (now industrial estate),24/06/1944,07:00,"The V1 fell in Ellerslie St . It is reported that ""Back buildings"" and 50 houses were damaged by blast. The site has been re-developed as an industrial estate",5
V1,SW4,Lambeth,Clapham,Studley Road,25/06/1944,00:36,The V1 fell in Studley Road . 10 houses were demolished and 30 severely damaged.,0
V1,SW4,Lambeth,Clapham,Kepler Road,25/06/1944,03:56,"One of 2 V1's that fell in this area. 12 houses were demolished in Kepler Road , 20 badly damaged in Kepler Road and 12 in Solon New Road . The area has been totally re-developed as a housing estate",7
V1,SW4,Lambeth,Clapham,Gauden Road,27/06/1944,00:20,"1 of 2 V1's in Gauden Road . I cannot ascertain which date matches which location. One fell at the Station end, the other on the North side by Broomfield Road junction.",11
V1,SW4,Lambeth,Clapham,Gauden Road,28/06/1944,13:50,"2nd of 2 V1's in Gauden Road . I cannot ascertain which date matches with location. One fell at the Station end, the other on the North side by Broomfield Road junction.",1
V1,SW4,Lambeth,Clapham,Paradise Road,29/06/1944,12:06,The V1 fell in Paradise Road and hit a gasometer at the South Metropolitan gas company,0
V1,SW4,Lambeth,Clapham,Sandmere Road,01/07/1944,14:10,The 2nd of 2 V1's that fell in this area. Very little details were recorded. The area has been totally re-developed as a housing estate.,0
V1,SW4,Lambeth,Clapham,Old Town/Downers Cottages,02/07/1944,01:34,The V1 struck Downers cottages demolishing 20 houses and causing severe damage to 30 others.,0
V1,SW9,Lambeth,Clapham,Clapham Road clapham north,10/07/1944,02:55,The V1 hit Clapham Road opposite Clapham North Tube. 6 houses were demolished and 20 houses and a Church severely damaged. The area has been re-developed as a housing estate and the church re-built,4
V1,SW4,Lambeth,Clapham,Lesser Avenue Position between Lessar and Cautley avenues half way up,13/07/1944,10:55,The V1 struck Lesser Avenue and demolished 20 houses and caused severe damage to 20 others. There was a small fire in the debris.,2
